"comuna" "anio" "homicidios" "hurtos" "robo_lugar" "robo_sorpresa" "robo_vehiculo" "robo_violencia" "violacion"
"974" "Zapallar" 2014 0 1167.7 839.7 39.4 26.2 65.6 0
"975" "Zapallar" 2015 0 1044.5 554.5 12.9 64.5 64.5 12.9
"976" "Zapallar" 2016 0 874.1 848.7 25.3 38 50.7 0
"977" "Quillota" 2001 0 421.4 NA 37.1 NA 26.9 3.8
"978" "Quillota" 2002 1.3 342.5 NA 25.3 NA 41.7 1.3
"979" "Quillota" 2003 1.2 775.6 684.6 7.5 28.7 99.8 10
"980" "Quillota" 2004 1.2 694.1 619 68.9 29.5 108.3 12.3
"981" "Quillota" 2005 1.2 490.7 443.3 60.7 41.3 100.8 9.7
"982" "Quillota" 2006 0 374.6 341 51.6 32.4 104.5 12
"983" "Quillota" 2007 1.2 411.9 258.8 45.1 54.6 193.5 5.9
"984" "Quillota" 2008 0 410.8 308.7 84.5 46.9 177.2 11.7
"985" "Quillota" 2009 2.3 510.7 341.2 82.4 51.1 153.2 9.3
"986" "Quillota" 2010 0 716.3 342.1 87.2 56.2 133.1 11.5
"987" "Quillota" 2011 1.1 643.5 377.4 70.5 96.6 148.9 13.6
"988" "Quillota" 2012 1.1 585.6 327.7 73.2 57.4 141.9 15.8
"989" "Quillota" 2013 0 610.2 359.2 68 59.1 121.6 11.2
"990" "Quillota" 2014 1.1 637.6 347 95 70.7 135.9 9.9
"991" "Quillota" 2015 1.1 567.2 266.1 120.4 60.2 130.3 4.4
"992" "Quillota" 2016 0 384.8 219.6 70.6 57.6 97.8 7.6
"993" "La Calera" 2001 0 308.8 NA 33.4 NA 29.5 3.9
"994" "La Calera" 2002 3.9 463.8 NA 37 NA 39 5.8
"995" "La Calera" 2003 0 482.7 206.6 57.9 13.5 65.6 5.8
"996" "La Calera" 2004 5.7 757.7 642.9 118.6 15.3 153.1 13.4
"997" "La Calera" 2005 1.9 637.2 623.9 102.4 20.9 165 17.1
"998" "La Calera" 2006 0 427.5 531 75.3 26.4 158.2 9.4
"999" "La Calera" 2007 5.6 388.9 495.4 125.3 22.4 177.6 9.3
"1000" "La Calera" 2008 0 425.1 362 120.7 33.4 213.5 14.9
"1001" "La Calera" 2009 0 501.4 243.3 132.7 42.4 182.5 11.1
"1002" "La Calera" 2010 3.7 567.4 212.3 155.6 34.8 144.6 18.3
"1003" "La Calera" 2011 1.8 721.1 229.4 120.2 40.1 227.6 32.8
"1004" "La Calera" 2012 0 728.2 264.5 105.1 38 166.6 10.9
"1005" "La Calera" 2013 0 652.3 209 127.9 36 153.2 5.4
"1006" "La Calera" 2014 0 632.7 256.3 120.1 30.5 134.4 5.4
"1007" "La Calera" 2015 0 497.6 142.7 149.8 25 142.7 5.4
"1008" "La Calera" 2016 0 400 234.6 119.1 32 163.5 5.3
"1009" "Hijuelas" 2001 0 72.2 NA 6 NA 18.1 6
"1010" "Hijuelas" 2002 5.9 77.2 NA 11.9 NA 11.9 0
"1011" "Hijuelas" 2003 0 187.1 128.6 11.7 5.8 35.1 0
"1012" "Hijuelas" 2004 0 270.9 224.8 11.5 0 11.5 11.5
"1013" "Hijuelas" 2005 0 221.7 198.9 0 5.7 5.7 5.7
"1014" "Hijuelas" 2006 0 196.4 202 0 11.2 22.4 16.8
"1015" "Hijuelas" 2007 0 188.4 149.6 0 5.5 11.1 16.6
"1016" "Hijuelas" 2008 5.5 208 175.2 5.5 43.8 38.3 16.4
"1017" "Hijuelas" 2009 0 243.3 237.9 0 10.8 81.1 0
"1018" "Hijuelas" 2010 0 213.7 69.4 16 10.7 48.1 5.3
"1019" "Hijuelas" 2011 0 290.5 147.9 10.6 31.7 137.3 5.3
"1020" "Hijuelas" 2012 0 292.7 256.1 0 36.6 47 0
"1021" "Hijuelas" 2013 0 372.2 237.8 20.7 25.8 56.9 5.2
"1022" "Hijuelas" 2014 0 440 117.7 0 20.5 46 5.1
"1023" "Hijuelas" 2015 0 263.2 151.9 5.1 15.2 81 10.1
"1024" "Hijuelas" 2016 5 326.2 130.5 5 25.1 90.3 0
"1025" "La Cruz" 2001 7.5 255.3 NA 7.5 NA 0 0
"1026" "La Cruz" 2002 0 139.8 NA 0 NA 14.7 0
"1027" "La Cruz" 2003 0 274.3 534.2 7.2 0 0 0
"1028" "La Cruz" 2004 0 467.8 538.7 7.1 0 21.3 0
"1029" "La Cruz" 2005 7 347.7 758 7 0 34.8 13.9
"1030" "La Cruz" 2006 0 218.6 430.4 13.7 41 54.7 13.7
"1031" "La Cruz" 2007 6.7 107.3 248.2 0 13.4 6.7 6.7
"1032" "La Cruz" 2008 0 145.1 191.2 6.6 6.6 39.6 0
"1033" "La Cruz" 2009 0 97.2 395.4 6.5 13 32.4 0
"1034" "La Cruz" 2010 0 159.3 242.1 19.1 57.4 63.7 6.4
"1035" "La Cruz" 2011 0 125.4 401.2 25.1 25.1 69 6.3
"1036" "La Cruz" 2012 0 191.3 438.2 0 18.5 24.7 0
"1037" "La Cruz" 2013 0 261 309.6 12.1 36.4 54.6 6.1
"1038" "La Cruz" 2014 0 257 286.9 35.9 29.9 89.7 6
"1039" "La Cruz" 2015 0 300.1 300.1 53 53 70.6 17.7
"1040" "La Cruz" 2016 0 220.4 342.2 69.6 23.2 98.6 0
"1041" "Nogales" 2001 0 124.7 NA 0 NA 4.5 4.5
"1042" "Nogales" 2002 0 157.6 NA 0 NA 8.8 0
"1043" "Nogales" 2003 0 284.1 163.6 12.9 12.9 8.6 4.3
"1044" "Nogales" 2004 0 461.7 275.3 4.2 4.2 38.1 12.7
"1045" "Nogales" 2005 0 312.6 187.6 0 0 12.5 0
"1046" "Nogales" 2006 0 90.4 168.5 16.4 4.1 8.2 0
"1047" "Nogales" 2007 0 36.5 149.9 0 0 32.4 8.1
"1048" "Nogales" 2008 0 127.8 123.8 8 12 24 4
"1049" "Nogales" 2009 0 224.4 189 11.8 7.9 47.2 11.8
"1050" "Nogales" 2010 0 186.5 85.5 11.7 15.5 38.8 3.9
"1051" "Nogales" 2011 0 184.2 199.5 15.3 30.7 80.6 19.2
"1052" "Nogales" 2012 0 216 197.1 11.4 3.8 49.3 0
"1053" "Nogales" 2013 0 213.5 258.4 15 22.5 59.9 15
"1054" "Nogales" 2014 0 248 166.6 18.5 18.5 88.8 11.1
"1055" "Nogales" 2015 0 219.4 267 14.6 3.7 51.2 0
"1056" "Nogales" 2016 0 202.7 206.3 10.9 10.9 68.8 10.9
"1057" "San Antonio" 2001 5.6 229.5 NA 13.4 NA 73.5 2.2
"1058" "San Antonio" 2002 3.3 231.3 NA 80.4 NA 163 4.4
"1059" "San Antonio" 2003 5.4 286.4 365.9 34.8 18.5 181.9 5.4
"1060" "San Antonio" 2004 3.2 367.2 443.7 89.4 47.4 316.6 15.1
"1061" "San Antonio" 2005 3.2 491 649.7 192.8 43.7 330.2 21.3
"1062" "San Antonio" 2006 1.1 549.7 678.4 172 39 417.8 11.6
"1063" "San Antonio" 2007 2.1 502.7 625 119.2 47 313.6 18.8
"1064" "San Antonio" 2008 3.1 525 530.2 188.5 58 387.3 13.5
"1065" "San Antonio" 2009 1 481.2 592 161.1 72.8 374.5 10.3
"1066" "San Antonio" 2010 3 633.4 563.2 173.8 96.6 333.5 14.2
"1067" "San Antonio" 2011 2 710.3 529.7 203.8 87.8 392.5 16.1
"1068" "San Antonio" 2012 1 587.8 407.5 157.2 155.2 348.5 14
"1069" "San Antonio" 2013 2 497 553.6 183.9 112.3 318.1 15.9
"1070" "San Antonio" 2014 0 523.9 357.1 235.8 175.6 312.7 9.9
"1071" "San Antonio" 2015 2.9 490.7 302.6 150.8 178.2 294.8 13.7
"1072" "San Antonio" 2016 1 450 313.6 189 158.8 226.9 13.6
"1073" "Algarrobo" 2001 0 374.2 NA 0 NA 11 0
"1074" "Algarrobo" 2002 0 592.9 NA 10.6 NA 31.8 31.8
"1075" "Algarrobo" 2003 0 458.9 489.4 51 30.6 183.5 10.2
"1076" "Algarrobo" 2004 0 827.3 1408.3 19.7 49.2 177.3 29.5
"1077" "Algarrobo" 2005 0 912.6 2338.6 9.5 28.5 152.1 9.5
"1078" "Algarrobo" 2006 9.2 686.9 2390.3 9.2 27.5 119.1 55
"1079" "Algarrobo" 2007 0 582.5 2594.7 35.3 53 141.2 35.3
"1080" "Algarrobo" 2008 0 818 3007.8 59.6 51.1 298.2 51.1
"1081" "Algarrobo" 2009 0 947.7 2950.1 33 98.9 189.5 8.2
"1082" "Algarrobo" 2010 8 964.8 2495.6 55.8 23.9 223.2 8
"1083" "Algarrobo" 2011 0 1060.6 2982.1 61.5 69.2 199.8 15.4
"1084" "Algarrobo" 2012 0 935.3 2583.1 59.4 52 185.6 7.4
"1085" "Algarrobo" 2013 0 890.4 2262 79 71.8 179.5 7.2
"1086" "Algarrobo" 2014 0 639.7 2301.5 48.7 83.4 166.9 41.7
"1087" "Algarrobo" 2015 0 640 2641 74.1 67.4 303.2 6.7
"1088" "Algarrobo" 2016 0 651 2343.8 71.6 58.6 130.2 6.5
"1089" "Cartagena" 2001 0 264.8 NA 22.5 NA 78.9 11.3
"1090" "Cartagena" 2002 5.4 190.1 NA 38 NA 48.9 5.4
"1091" "Cartagena" 2003 0 519.2 687.1 62.9 47.2 225.5 10.5
"1092" "Cartagena" 2004 0 643.5 1662 96.3 45.6 354.7 5.1
"1093" "Cartagena" 2005 4.9 922 2501.2 107.9 58.9 407.1 14.7
"1094" "Cartagena" 2006 4.7 657.8 2224.1 127.8 66.3 302.9 37.9
"1095" "Cartagena" 2007 0 644.6 2422.9 68.6 59.4 352 13.7
"1096" "Cartagena" 2008 0 654.1 1347.9 114.9 92.8 362.4 13.3
"1097" "Cartagena" 2009 4.3 603.4 1429.4 42.8 81.3 303.9 34.2
"1098" "Cartagena" 2010 0 443.8 1671.6 74.7 95.4 257.2 24.9
"1099" "Cartagena" 2011 0 497.2 1391.2 108.3 80.2 244.6 4
"1100" "Cartagena" 2012 0 488.6 907.4 62 81.4 248.2 15.5
"1101" "Cartagena" 2013 0 398.1 1032.9 93.9 82.6 229.1 18.8
"1102" "Cartagena" 2014 3.6 415.1 1099.5 152.9 127.4 327.7 25.5
"1103" "Cartagena" 2015 3.5 536.9 1208 166 67.1 339.1 14.1
"1104" "Cartagena" 2016 0 465.2 1214.4 99.2 109.5 301 27.4
"1105" "El Quisco" 2001 0 368.8 NA 0 NA 19.9 10
"1106" "El Quisco" 2002 19.1 505.1 NA 0 NA 133.4 9.5
"1107" "El Quisco" 2003 0 493.2 2895.5 0 45.7 137 0
"1108" "El Quisco" 2004 0 683.1 2706.3 0 52.5 157.6 8.8
"1109" "El Quisco" 2005 0 614.9 2552.4 42.1 59 185.3 8.4
"1110" "El Quisco" 2006 0 620.5 4303 64.5 40.3 274 8.1
"1111" "El Quisco" 2007 0 694.9 4022.5 61.8 69.5 154.4 0
"1112" "El Quisco" 2008 7.4 451.8 4888.2 7.4 37 251.8 29.6
"1113" "El Quisco" 2009 0 648.4 4389.3 71.3 28.5 220.9 35.6
"1114" "El Quisco" 2010 0 747.8 3951.7 96 96 212.7 6.9
"1115" "El Quisco" 2011 0 881.3 4656.7 118.4 92.1 236.8 6.6
"1116" "El Quisco" 2012 0 739.1 3809.5 69.5 44.2 208.5 12.6
"1117" "El Quisco" 2013 0 650 3219.5 85 103.3 170.1 36.4
"1118" "El Quisco" 2014 5.8 584.9 3076.7 81.9 76 193 23.4
"1119" "El Quisco" 2015 0 755.8 3333.5 107.2 28.2 169.2 5.6
"1120" "El Quisco" 2016 0 596.5 2299.2 70.5 54.2 189.8 10.8
"1121" "El Tabo" 2001 26.9 323 NA 0 NA 94.2 0
"1122" "El Tabo" 2002 0 167.3 NA 0 NA 25.7 0
"1123" "El Tabo" 2003 0 258.8 1651.5 37 37 147.9 0
"1124" "El Tabo" 2004 0 543.5 2811.9 35.4 47.3 236.3 11.8
"1125" "El Tabo" 2005 0 851.4 2792.6 102.2 34.1 136.2 11.4
"1126" "El Tabo" 2006 0 563.7 3393 43.4 32.5 206 0
"1127" "El Tabo" 2007 0 633 4358.7 51.9 31.1 238.7 41.5
"1128" "El Tabo" 2008 0 656.1 3578.9 89.5 29.8 218.7 9.9
"1129" "El Tabo" 2009 0 754.7 4805.1 95.5 95.5 181.5 28.7
"1130" "El Tabo" 2010 0 809 3677.1 73.5 110.3 358.5 36.8
"1131" "El Tabo" 2011 0 879.9 3968.3 61.6 132 316.8 17.6
"1132" "El Tabo" 2012 0 784.1 3355.5 75.9 143.3 177.1 16.9
"1133" "El Tabo" 2013 0 534.1 3342 72.8 113.3 202.3 56.6
"1134" "El Tabo" 2014 0 599.4 2670.1 54.5 85.6 163.5 15.6
"1135" "El Tabo" 2015 0 449.7 2638.3 60 127.4 179.9 30
"1136" "El Tabo" 2016 0 574.8 2931.5 86.2 107.8 194 7.2
"1137" "Santo Domingo" 2001 0 169.2 NA 0 NA 26 0
"1138" "Santo Domingo" 2002 0 408.9 NA 38.3 NA 51.1 0
"1139" "Santo Domingo" 2003 0 339 527.4 12.6 25.1 12.6 0
"1140" "Santo Domingo" 2004 0 419.3 628.9 0 24.7 86.3 12.3
"1141" "Santo Domingo" 2005 0 182 509.5 36.4 24.3 12.1 0
"1142" "Santo Domingo" 2006 0 405.9 823.8 11.9 47.8 47.8 0
"1143" "Santo Domingo" 2007 0 222.8 152.4 0 0 23.4 0
"1144" "Santo Domingo" 2008 0 566.2 1617.7 0 115.6 115.6 11.6
"1145" "Santo Domingo" 2009 0 863.7 1136.5 11.4 102.3 22.7 0
"1146" "Santo Domingo" 2010 0 570.4 1454 55.9 78.3 44.7 0
"1147" "Santo Domingo" 2011 0 771.8 1323 55.1 99.2 33.1 22.1
"1148" "Santo Domingo" 2012 0 445.4 1108.1 21.7 86.9 152.1 10.9
"1149" "Santo Domingo" 2013 0 482 717.7 21.4 32.1 53.6 21.4
"1150" "Santo Domingo" 2014 0 411.5 960.1 21.1 31.7 105.5 10.6
"1151" "Santo Domingo" 2015 0 333.2 1134.8 52.1 52.1 72.9 0
"1152" "Santo Domingo" 2016 0 246.8 1326.6 30.9 61.7 51.4 0
"1153" "San Felipe" 2001 0 589.7 NA 3 NA 18.1 4.5
"1154" "San Felipe" 2002 0 606.3 NA 288.4 NA 47.3 4.4
"1155" "San Felipe" 2003 4.4 554 482.8 238.5 5.8 69.8 1.5
"1156" "San Felipe" 2004 5.7 738 597.9 193.1 31.5 287.5 11.4
"1157" "San Felipe" 2005 2.8 757.1 911.9 95.7 39.4 416.5 16.9
"1158" "San Felipe" 2006 0 648.7 566.9 116.4 51.3 282.8 24.9
"1159" "San Felipe" 2007 1.4 925.7 636.2 103.8 24.6 308.6 13.7
"1160" "San Felipe" 2008 1.3 913.5 460.1 131.8 72.6 302.7 6.7
"1161" "San Felipe" 2009 0 994.5 698.8 119.3 69 196.3 22.5
"1162" "San Felipe" 2010 0 1085 505.9 176.5 62.7 167.3 11.8
"1163" "San Felipe" 2011 0 1191.8 710.7 254.1 45.1 281.2 15.5
"1164" "San Felipe" 2012 2.5 1172.1 633.8 197.3 54.7 250.7 11.5
"1165" "San Felipe" 2013 0 1100.4 462.3 310.3 103 267.6 5
"1166" "San Felipe" 2014 3.7 979.6 375.7 375.7 78.1 341 12.4
"1167" "San Felipe" 2015 0 865.6 470.1 382 102.8 251 8.6
"1168" "San Felipe" 2016 0 750.3 561.5 280.8 128.3 257.8 23
"1169" "Catemu" 2001 0 369.8 NA 0 NA 0 8
"1170" "Catemu" 2002 0 414.7 NA 167.5 NA 15.9 8
"1171" "Catemu" 2003 0 340.1 632.7 150.3 7.9 15.8 0
"1172" "Catemu" 2004 7.8 525.3 407.7 101.9 7.8 86.2 7.8
"1173" "Catemu" 2005 0 544.7 754.8 54.5 46.7 93.4 38.9
"1174" "Catemu" 2006 0 502.7 549.1 7.7 0 69.6 0
"1175" "Catemu" 2007 0 507.4 399.8 23.1 0 30.8 30.8
"1176" "Catemu" 2008 0 580.7 641.8 30.6 0 175.7 7.6
"1177" "Catemu" 2009 0 493.7 440.6 38 0 136.7 7.6
"1178" "Catemu" 2010 0 506 392.7 68 22.7 203.9 7.6
"1179" "Catemu" 2011 0 360.8 383.4 37.6 45.1 135.3 22.6
"1180" "Catemu" 2012 0 329.7 314.7 45 37.5 52.5 15
"1181" "Catemu" 2013 0 589.6 320.9 67.2 0 112 22.4
"1182" "Catemu" 2014 0 438.8 297.5 148.7 7.4 81.8 0
"1183" "Catemu" 2015 0 222.1 259.1 88.8 7.4 29.6 0
"1184" "Catemu" 2016 0 355.1 199.7 96.2 14.8 118.4 7.4
"1185" "Llaillay" 2001 0 310.5 NA 0 NA 0 0
"1186" "Llaillay" 2002 0 496.1 NA 214.5 NA 26.8 4.5
"1187" "Llaillay" 2003 0 483.4 585.4 235.1 0 39.9 0
"1188" "Llaillay" 2004 0 532.8 581.3 127.7 26.4 145.3 0
"1189" "Llaillay" 2005 0 866 857.3 109.3 17.5 253.7 8.7
"1190" "Llaillay" 2006 4.3 860.8 665.2 47.8 26.1 200 21.7
"1191" "Llaillay" 2007 4.3 691.9 423.8 25.9 25.9 181.6 13
"1192" "Llaillay" 2008 0 825.7 365.6 51.6 8.6 210.7 8.6
"1193" "Llaillay" 2009 0 530.4 427.7 85.5 29.9 162.5 4.3
"1194" "Llaillay" 2010 0 880.5 714.6 136.1 38.3 297.7 42.5
"1195" "Llaillay" 2011 0 911.1 940.7 190.7 42.4 258.5 4.2
"1196" "Llaillay" 2012 4.2 625 962.8 185.8 33.8 215.4 0
"1197" "Llaillay" 2013 4.2 538.4 382.8 122 21 218.7 12.6
"1198" "Llaillay" 2014 0 515.6 343.7 167.7 54.5 205.4 0
"1199" "Llaillay" 2015 0 471.9 242.2 125.3 20.9 192.1 4.2
"1200" "Llaillay" 2016 4.2 562.9 387.8 129.3 29.2 225.2 16.7
"1201" "Panquehue" 2001 0 73.8 NA 0 NA 0 29.5
"1202" "Panquehue" 2002 0 204.1 NA 131.2 NA 0 0
"1203" "Panquehue" 2003 0 173.1 346.2 144.3 14.4 0 0
"1204" "Panquehue" 2004 0 199.9 257 28.6 0 14.3 14.3
"1205" "Panquehue" 2005 14.1 296.4 366.9 0 42.3 42.3 14.1
"1206" "Panquehue" 2006 0 391.4 153.8 0 0 111.8 14
"1207" "Panquehue" 2007 0 276.6 345.8 0 0 55.3 13.8
"1208" "Panquehue" 2008 0 136.9 123.2 13.7 27.4 0 0
"1209" "Panquehue" 2009 0 393.6 312.2 27.1 27.1 67.9 13.6
"1210" "Panquehue" 2010 0 577.7 228.4 40.3 0 67.2 0
"1211" "Panquehue" 2011 0 506.1 333 26.6 26.6 53.3 0
"1212" "Panquehue" 2012 0 409.6 356.7 39.6 39.6 39.6 26.4
"1213" "Panquehue" 2013 0 577 222.9 26.2 65.6 65.6 13.1
"1214" "Panquehue" 2014 0 662.6 194.9 52 39 13 26
"1215" "Panquehue" 2015 0 489.6 141.7 51.5 64.4 116 25.8
"1216" "Panquehue" 2016 0 588.9 140.8 102.4 51.2 38.4 38.4
"1217" "Putaendo" 2001 0 278.6 NA 0 NA 0 6.6
"1218" "Putaendo" 2002 0 398.9 NA 150.4 NA 26.2 6.5
"1219" "Putaendo" 2003 0 328.7 444.8 122.5 19.3 6.4 0
"1220" "Putaendo" 2004 0 286.1 445 82.6 12.7 31.8 12.7
"1221" "Putaendo" 2005 0 269.6 482.8 12.5 6.3 62.7 6.3
"1222" "Putaendo" 2006 0 315.7 309.5 0 0 37.1 6.2
"1223" "Putaendo" 2007 6.1 262.9 262.9 12.2 0 67.2 6.1
"1224" "Putaendo" 2008 0 193.2 235.5 36.2 18.1 66.4 0
"1225" "Putaendo" 2009 0 459.1 560.5 11.9 17.9 101.4 11.9
"1226" "Putaendo" 2010 0 518.1 247.3 35.3 17.7 53 5.9
"1227" "Putaendo" 2011 0 582.2 372.6 29.1 17.5 75.7 5.8
"1228" "Putaendo" 2012 0 541.2 420.3 11.5 5.8 57.6 0
"1229" "Putaendo" 2013 0 467 387.3 45.6 22.8 45.6 17.1
"1230" "Putaendo" 2014 0 523.9 433.7 50.7 22.5 45.1 5.6
"1231" "Putaendo" 2015 0 445.8 306.5 33.4 5.6 33.4 5.6
"1232" "Putaendo" 2016 0 353.3 237.4 27.6 22.1 55.2 0
"1233" "Santa María" 2001 0 242.5 NA 0 NA 0 0
"1234" "Santa María" 2002 0 471.8 NA 172.2 NA 7.5 7.5
"1235" "Santa María" 2003 7.4 229.6 385.2 96.3 0 7.4 0
"1236" "Santa María" 2004 0 358.8 197.7 51.3 14.6 43.9 7.3
"1237" "Santa María" 2005 0 333.2 289.7 0 7.2 36.2 0
"1238" "Santa María" 2006 0 308.3 272.4 0 7.2 14.3 7.2
"1239" "Santa María" 2007 7.1 291.4 319.9 21.3 0 35.5 14.2
"1240" "Santa María" 2008 0 366.2 338 14.1 21.1 70.4 0
"1241" "Santa María" 2009 0 432.3 425.3 27.9 48.8 69.7 34.9
"1242" "Santa María" 2010 0 394.2 456.4 34.6 6.9 96.8 6.9
"1243" "Santa María" 2011 0 411.7 384.3 27.4 20.6 89.2 6.9
"1244" "Santa María" 2012 0 470 572.2 20.4 27.2 68.1 20.4
"1245" "Santa María" 2013 0 419.3 473.4 60.9 60.9 67.6 27.1
"1246" "Santa María" 2014 0 483.4 604.2 60.4 53.7 100.7 33.6
"1247" "Santa María" 2015 0 459.8 326.5 66.6 66.6 100 0
"1248" "Santa María" 2016 0 351.4 265.2 72.9 59.7 99.4 19.9
"1249" "Quilpué" 2001 0 288.1 NA 16.5 NA 89.5 6
"1250" "Quilpué" 2002 0.7 289 NA 9.6 NA 62.7 4.4
"1251" "Quilpué" 2003 0 782.6 391.7 55.6 40.5 137.3 1.4
"1252" "Quilpué" 2004 1.4 730.7 578.3 68.7 75.8 172.2 3.5
"1253" "Quilpué" 2005 0 757.8 568.7 73.7 103.6 162.7 0.7
"1254" "Quilpué" 2006 0 676.9 594.4 67.5 109.1 196.3 4.1
"1255" "Quilpué" 2007 0.7 436.6 595.7 98.9 103 174.5 2.7
"1256" "Quilpué" 2008 0.7 431 675.6 128.6 97.7 241.4 5.9
"1257" "Quilpué" 2009 0 430.7 661.9 139.7 164.2 276.9 9
"1258" "Quilpué" 2010 0 453.9 551.9 121.4 149.2 240.2 7.6
"1259" "Quilpué" 2011 0.6 555.4 650.4 137.3 168.4 229.2 10.6
"1260" "Quilpué" 2012 0.6 553.3 574.6 124.6 205.2 165.5 10.4
"1261" "Quilpué" 2013 0 530.8 479.1 133.9 228.8 179.5 7.2
"1262" "Quilpué" 2014 1.2 482.5 444.1 182.5 201.4 203.2 7.7
"1263" "Quilpué" 2015 0 504.3 446.8 165.6 161.5 212.1 8.1
"1264" "Quilpué" 2016 1.1 505.4 419 172.3 171.1 275.3 8
"1265" "Villa Alemana" 2001 0 245.6 NA 35.9 NA 104.8 17
"1266" "Villa Alemana" 2002 1 295.6 NA 36.8 NA 99.8 1
"1267" "Villa Alemana" 2003 0 463.1 807.6 72.5 47.1 143.1 4.7
"1268" "Villa Alemana" 2004 0.9 633.2 902.3 98.8 66.8 196.7 7.3
"1269" "Villa Alemana" 2005 0 454.1 901.9 82.8 84.6 203 16
"1270" "Villa Alemana" 2006 0 274.3 781.4 58 49.3 148.8 8.7
"1271" "Villa Alemana" 2007 0 319.8 605.2 79.1 59.8 159.1 8.4
"1272" "Villa Alemana" 2008 0 419.5 518.6 99.1 56.5 204 9
"1273" "Villa Alemana" 2009 0 425.5 591.5 107 157.3 217.9 16.8
"1274" "Villa Alemana" 2010 2.3 462.2 568 112.8 98 214 11.7
"1275" "Villa Alemana" 2011 0.8 422.9 547.2 78.1 133.4 176.6 19.7
"1276" "Villa Alemana" 2012 0 367.9 466.1 78.3 171.4 143.3 11.1
"1277" "Villa Alemana" 2013 0 371.8 430.1 92.2 175.1 154.9 4.3
"1278" "Villa Alemana" 2014 2.1 352.3 491.5 126.6 168.1 168.1 11.3
"1279" "Villa Alemana" 2015 0 311.1 383.8 115.4 118.1 166.9 13.7
"1280" "Villa Alemana" 2016 0 332.5 415.6 124 118.7 207.8 10.7
"1281" "Limache" 2001 2.5 398.7 NA 27.2 NA 118.9 17.3
"1282" "Limache" 2002 0 486.2 NA 12.2 NA 61.1 0
"1283" "Limache" 2003 0 593.2 260.4 21.7 19.3 89.2 7.2
"1284" "Limache" 2004 2.4 723.6 480.8 30.9 61.9 154.7 14.3
"1285" "Limache" 2005 0 697.8 371.2 28.2 47 126.9 11.7
"1286" "Limache" 2006 2.3 543.5 341.4 23.2 39.5 160.3 9.3
"1287" "Limache" 2007 0 523.5 372 41.3 75.8 153.8 6.9
"1288" "Limache" 2008 2.3 465.5 572.3 61.3 40.9 140.8 4.5
"1289" "Limache" 2009 0 440.2 729.9 29.2 69.6 146 13.5
"1290" "Limache" 2010 0 342 468.6 28.9 64.4 88.8 4.4
"1291" "Limache" 2011 2.2 510.6 437.9 66 134.2 162.8 11
"1292" "Limache" 2012 2.2 401.2 553.8 37.1 98.1 122.1 10.9
"1293" "Limache" 2013 0 434.2 373.7 60.5 118.8 112.3 10.8
"1294" "Limache" 2014 2.1 473 336 62.1 132.7 162.7 12.8
"1295" "Limache" 2015 0 420 252.4 57.3 89.1 97.6 6.4
"1296" "Limache" 2016 0 322.2 235.9 69.5 65.3 99 10.5
"1297" "Olmué" 2001 0 324.7 NA 6.9 NA 27.6 6.9
"1298" "Olmué" 2002 0 327.4 NA 6.8 NA 75 20.5
"1299" "Olmué" 2003 0 330.6 377.8 20.2 6.7 67.5 0
"1300" "Olmué" 2004 0 346.8 513.5 20 20 53.4 33.3
"1301" "Olmué" 2005 0 309.7 369 0 6.6 46.1 13.2
"1302" "Olmué" 2006 0 313.1 567.5 13 13 26.1 13
"1303" "Olmué" 2007 0 180.9 439.2 12.9 19.4 51.7 12.9
"1304" "Olmué" 2008 0 370.8 607.3 19.2 19.2 108.7 19.2
"1305" "Olmué" 2009 0 227.8 620.3 25.3 44.3 57 25.3
"1306" "Olmué" 2010 0 269.3 626.4 0 31.3 43.8 12.5
"1307" "Olmué" 2011 0 304.3 782.5 18.6 49.7 43.5 18.6
"1308" "Olmué" 2012 0 357.1 443.3 6.2 43.1 30.8 6.2
"1309" "Olmué" 2013 0 457.8 634.8 6.1 48.8 42.7 6.1
"1310" "Olmué" 2014 0 393.2 647.2 12.1 66.5 78.6 6
"1311" "Olmué" 2015 0 336 438 12 60 114 12
"1312" "Olmué" 2016 0 226.5 399.3 23.8 23.8 41.7 11.9
"1313" "Rancagua" 2001 2.3 399.6 NA 33.1 NA 180.8 8.2
"1314" "Rancagua" 2002 1.3 480.3 NA 54.6 NA 256.3 6.3
"1315" "Rancagua" 2003 3.5 587.8 474.3 85.2 40.2 317.5 8.4
"1316" "Rancagua" 2004 1.7 878.9 546.1 126.5 34 477.6 14
"1317" "Rancagua" 2005 5.2 690.2 497.6 128.8 41.8 392.9 20.7
"1318" "Rancagua" 2006 1.7 760.8 526.5 175.1 58.4 376.6 17
"1319" "Rancagua" 2007 0.8 894.1 346.6 262.8 70.3 500.7 22.7
"1320" "Rancagua" 2008 2.5 849.1 369 242 142 428.9 19.2
"1321" "Rancagua" 2009 0.8 853.7 387.9 205.5 94.3 366.9 21.8
"1322" "Rancagua" 2010 1.6 854.3 367.4 238.3 84.3 345 18.3
"1323" "Rancagua" 2011 3.2 932.1 343.1 301.6 121.8 363.7 16.5
"1324" "Rancagua" 2012 2.4 939.6 331.6 219 100.9 312 14
"1325" "Rancagua" 2013 1.6 865.8 359.8 285.2 128.4 319.1 17
"1326" "Rancagua" 2014 1.6 868.7 365.2 290.9 134.5 300.7 15.6
